"unique_id","id","Time","Sample","Value"
"Fig7_RhoA_S1P-RGS_Cell_2","Fig7_RhoA_S1P-RGS",10,"Cell_2",NA
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",0,"Cell_3",0.9954667
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",0.1666667,"Cell_3",1.000803
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",0.3333333,"Cell_3",0.9993787
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",0.5,"Cell_3",0.9993362
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",0.6666667,"Cell_3",1.005055
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",0.8333333,"Cell_3",1.009303
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",1,"Cell_3",1.013687
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",1.166667,"Cell_3",0.9984508
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",1.333333,"Cell_3",1.017761
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",1.5,"Cell_3",0.9991974
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",1.666667,"Cell_3",1.007576
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",1.833333,"Cell_3",1.006166
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",2,"Cell_3",1.017209
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",2.166667,"Cell_3",1.051462
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",2.333333,"Cell_3",1.06987
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",2.5,"Cell_3",1.074736
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",2.666667,"Cell_3",1.074832
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",2.833333,"Cell_3",1.070078
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",3,"Cell_3",1.059749
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",3.166667,"Cell_3",1.057668
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",3.333333,"Cell_3",1.071683
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",3.5,"Cell_3",1.064439
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",3.666667,"Cell_3",1.064217
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",3.833333,"Cell_3",1.06557
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",4,"Cell_3",1.060123
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",4.166667,"Cell_3",1.041061
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",4.333334,"Cell_3",1.055068
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",4.5,"Cell_3",1.056649
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",4.666667,"Cell_3",1.056309
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",4.833334,"Cell_3",1.054325
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",5,"Cell_3",1.04756
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",5.166667,"Cell_3",1.044549
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",5.333334,"Cell_3",1.044727
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",5.5,"Cell_3",1.046256
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",5.666667,"Cell_3",1.053131
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",5.833334,"Cell_3",1.047926
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",6,"Cell_3",1.033945
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",6.166667,"Cell_3",1.0415
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",6.333334,"Cell_3",1.050647
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",6.5,"Cell_3",1.048369
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",6.666667,"Cell_3",1.059093
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",6.833334,"Cell_3",1.054597
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",7,"Cell_3",1.045021
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",7.166667,"Cell_3",1.050623
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",7.333334,"Cell_3",1.055635
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",7.5,"Cell_3",1.039868
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",7.666667,"Cell_3",1.042129
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",7.833334,"Cell_3",1.046356
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",8,"Cell_3",1.042329
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",8.166667,"Cell_3",1.056121
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",8.333333,"Cell_3",1.056341
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",8.5,"Cell_3",1.043749
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",8.666667,"Cell_3",1.055518
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",8.833333,"Cell_3",1.036557
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",9,"Cell_3",1.049654
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",9.166667,"Cell_3",1.052006
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",9.333333,"Cell_3",1.052359
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",9.5,"Cell_3",1.051943
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",9.666667,"Cell_3",1.040827
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",9.833333,"Cell_3",1.046861
"Fig7_RhoA_S1P-control_Cell_3","Fig7_RhoA_S1P-control",10,"Cell_3",1.037429
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",0,"Cell_3",0.9790024
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",0.1666667,"Cell_3",1.010933
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",0.3333333,"Cell_3",1.006713
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",0.5,"Cell_3",0.9997664
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",0.6666667,"Cell_3",1.003567
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",0.8333333,"Cell_3",1.019756
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",1,"Cell_3",0.9843263
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",1.166667,"Cell_3",0.9963545
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",1.333333,"Cell_3",1.012995
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",1.5,"Cell_3",1.008134
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",1.666667,"Cell_3",0.9673143
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",1.833333,"Cell_3",1.014546
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",2,"Cell_3",0.9999137
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",2.166667,"Cell_3",1.022475
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",2.333333,"Cell_3",0.9812685
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",2.5,"Cell_3",1.025803
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",2.666667,"Cell_3",1.039245
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",2.833333,"Cell_3",1.035084
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",3,"Cell_3",0.9977319
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",3.166667,"Cell_3",1.004103
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",3.333333,"Cell_3",0.9982573
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",3.5,"Cell_3",0.9971892
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",3.666667,"Cell_3",1.007978
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",3.833333,"Cell_3",1.035139
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",4,"Cell_3",1.017619
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",4.166667,"Cell_3",1.006082
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",4.333334,"Cell_3",0.9999042
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",4.5,"Cell_3",1.006084
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",4.666667,"Cell_3",0.9984631
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",4.833334,"Cell_3",1.023014
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",5,"Cell_3",1.02501
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",5.166667,"Cell_3",0.9917303
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",5.333334,"Cell_3",1.040256
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",5.5,"Cell_3",0.9667001
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",5.666667,"Cell_3",1.007685
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",5.833334,"Cell_3",0.993165
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",6,"Cell_3",0.9797062
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",6.166667,"Cell_3",1.02069
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",6.333334,"Cell_3",1.025733
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",6.5,"Cell_3",1.02859
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",6.666667,"Cell_3",1.005921
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",6.833334,"Cell_3",1.016355
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",7,"Cell_3",1.021856
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",7.166667,"Cell_3",0.9806564
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",7.333334,"Cell_3",1.035642
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",7.5,"Cell_3",1.015867
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",7.666667,"Cell_3",1.027159
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",7.833334,"Cell_3",1.052792
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",8,"Cell_3",1.020867
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",8.166667,"Cell_3",1.00664
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",8.333333,"Cell_3",1.008506
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",8.5,"Cell_3",1.018738
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",8.666667,"Cell_3",0.9931519
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",8.833333,"Cell_3",1.000386
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",9,"Cell_3",1.032732
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",9.166667,"Cell_3",0.9838459
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",9.333333,"Cell_3",1.071174
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",9.5,"Cell_3",1.023707
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",9.666667,"Cell_3",1.035998
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",9.833333,"Cell_3",1.037369
"Fig7_RhoA_S1P-RGS_Cell_3","Fig7_RhoA_S1P-RGS",10,"Cell_3",NA
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",0,"Cell_4",1.003544
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",0.1666667,"Cell_4",0.9954842
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",0.3333333,"Cell_4",0.9783717
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",0.5,"Cell_4",1.009807
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",0.6666667,"Cell_4",1.014195
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",0.8333333,"Cell_4",1.012505
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",1,"Cell_4",1.019454
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",1.166667,"Cell_4",1.00481
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",1.333333,"Cell_4",1.026184
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",1.5,"Cell_4",1.009815
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",1.666667,"Cell_4",1.017393
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",1.833333,"Cell_4",1.010456
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",2,"Cell_4",1.030423
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",2.166667,"Cell_4",1.079273
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",2.333333,"Cell_4",1.100893
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",2.5,"Cell_4",1.111476
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",2.666667,"Cell_4",1.117727
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",2.833333,"Cell_4",1.118319
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",3,"Cell_4",1.108209
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",3.166667,"Cell_4",1.105396
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",3.333333,"Cell_4",1.117162
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",3.5,"Cell_4",1.112222
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",3.666667,"Cell_4",1.11322
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",3.833333,"Cell_4",1.105855
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",4,"Cell_4",1.101827
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",4.166667,"Cell_4",1.082021
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",4.333334,"Cell_4",1.096071
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",4.5,"Cell_4",1.092706
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",4.666667,"Cell_4",1.093843
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",4.833334,"Cell_4",1.095355
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",5,"Cell_4",1.084987
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",5.166667,"Cell_4",1.08027
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",5.333334,"Cell_4",1.07412
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",5.5,"Cell_4",1.077899
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",5.666667,"Cell_4",1.083341
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",5.833334,"Cell_4",1.071827
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",6,"Cell_4",1.075669
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",6.166667,"Cell_4",1.06405
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",6.333334,"Cell_4",1.066919
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",6.5,"Cell_4",1.075386
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",6.666667,"Cell_4",1.080784
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",6.833334,"Cell_4",1.080066
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",7,"Cell_4",1.065369
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",7.166667,"Cell_4",1.075698
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",7.333334,"Cell_4",1.092284
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",7.5,"Cell_4",1.06544
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",7.666667,"Cell_4",1.078751
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",7.833334,"Cell_4",1.071847
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",8,"Cell_4",1.069614
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",8.166667,"Cell_4",1.084657
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",8.333333,"Cell_4",1.085759
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",8.5,"Cell_4",1.069242
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",8.666667,"Cell_4",1.077601
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",8.833333,"Cell_4",1.06007
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",9,"Cell_4",1.079132
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",9.166667,"Cell_4",1.081493
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",9.333333,"Cell_4",1.076917
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",9.5,"Cell_4",1.077156
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",9.666667,"Cell_4",1.066402
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",9.833333,"Cell_4",1.072327
"Fig7_RhoA_S1P-control_Cell_4","Fig7_RhoA_S1P-control",10,"Cell_4",1.060929
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",0,"Cell_4",1.005507
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",0.1666667,"Cell_4",0.9830339
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",0.3333333,"Cell_4",1.002999
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",0.5,"Cell_4",1.010201
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",0.6666667,"Cell_4",0.9983627
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",0.8333333,"Cell_4",0.9996939
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",1,"Cell_4",0.9989167
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",1.166667,"Cell_4",0.9980778
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",1.333333,"Cell_4",1.023258
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",1.5,"Cell_4",1.003745
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",1.666667,"Cell_4",1.004862
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",1.833333,"Cell_4",1.01064
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",2,"Cell_4",1.013737
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",2.166667,"Cell_4",1.031521
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",2.333333,"Cell_4",1.017028
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",2.5,"Cell_4",1.029215
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",2.666667,"Cell_4",1.036769
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",2.833333,"Cell_4",1.043328
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",3,"Cell_4",1.045771
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",3.166667,"Cell_4",1.056041
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",3.333333,"Cell_4",1.050206
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",3.5,"Cell_4",1.047463
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",3.666667,"Cell_4",1.020502
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",3.833333,"Cell_4",1.0575
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",4,"Cell_4",1.04483
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",4.166667,"Cell_4",1.05381
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",4.333334,"Cell_4",1.046606
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",4.5,"Cell_4",1.046932
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",4.666667,"Cell_4",1.042937
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",4.833334,"Cell_4",1.041529
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",5,"Cell_4",1.033199
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",5.166667,"Cell_4",1.03713
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",5.333334,"Cell_4",1.022352
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",5.5,"Cell_4",1.044362
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",5.666667,"Cell_4",1.044554
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",5.833334,"Cell_4",1.030648
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",6,"Cell_4",1.044588
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",6.166667,"Cell_4",1.03036
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",6.333334,"Cell_4",1.038888
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",6.5,"Cell_4",1.035746
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",6.666667,"Cell_4",1.032693
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",6.833334,"Cell_4",1.038917
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",7,"Cell_4",1.032441
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",7.166667,"Cell_4",1.033943
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",7.333334,"Cell_4",1.030247
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",7.5,"Cell_4",1.027758
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",7.666667,"Cell_4",1.033796
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",7.833334,"Cell_4",1.044891
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",8,"Cell_4",1.038176
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",8.166667,"Cell_4",1.038864
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",8.333333,"Cell_4",1.038934
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",8.5,"Cell_4",1.036056
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",8.666667,"Cell_4",1.039519
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",8.833333,"Cell_4",1.035031
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",9,"Cell_4",1.034162
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",9.166667,"Cell_4",1.04317
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",9.333333,"Cell_4",1.035138
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",9.5,"Cell_4",1.030325
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",9.666667,"Cell_4",1.046798
